,id,author.name,text,created_at,protest,tweet_type,predicted_label,score
37695,1499081380227133444,Magdalena Zenglein-Markert,"Wir sind solidarisch mit allen Menschen in der #Ukraine, den Protesten in Russland und ganz besonders mit @fff_ukraine! Morgen Abend um 18 Uhr vor DSW21.\n#NoWar #peaceforukraine https://t.co/d1hBakSCR6 https://t.co/XpjFXEe2Gs",2022-03-02,fff,retweet,other,0.8537070155143738
71690,1594718838314115075,Martin D. Nuber,@Labonitamascota @PolizeiMuenchen @AufstandLastGen Sind das überhaupt echte Polizisten? Fahrzeug und Kleidung sehen mir eher nach privater Sicherheitsfirma mit Amtsanmaßung aus. Bei sowas würde ich erstmal den Dienstausweis verlangen.,2022-11-21,lastgen,reply,other,0.7684682607650757
105765,1541396769636077568,lisa_Kpunkt,@AufstandLastGen @DebtforClimate Durch Sitzblockaden gefährden die Demonstranten ihr eigenes sowie das LEBEN anderer!Ihr klebt da rum u der nächste Krankwagen mit Herzinfarkt im Auto o.ä. kommt nicht durch u verliert wertvolle Zeit. Runterhängen von Brücken an Autobahnen...auch hier Gefährdung Anderer!,2022-06-27,lastgen,reply,other,0.8534935712814331
94305,1583174215385370624,Regloh,Wo arbeitet ein Geologischer Spezialist für Energieeffizienz? https://t.co/xV666Pb92v,2022-10-20,lastgen,quote,other,0.7803590893745422
52937,1603473468032487444,#Uckermark🏳️‍🌈🏳️‍⚧️,@welt kann sich @AufstandLastGen bitte direkt an Friedrich Merz ankleben?,2022-12-15,lastgen,reply,other,0.5836508274078369
101974,1548031025795571716,Lukas van Husen,Baustellenabsperrung drum. Fertig. https://t.co/tzQB9Cem54,2022-07-15,lastgen,retweet,other,0.8053568005561829
52971,1603466812288602133,Martin,"@AufstandLastGen Ihr werdet auch weiter ignoriert, da Ihr der Sache schadet.",2022-12-15,lastgen,reply,other,0.699096143245697
66382,1596778642742329344,Hans im #HomoOffice,@Holgis_Bullitt @sascha_m_k @AufstandLastGen klimaneutral bis 2030?\n\nIn was für einer rosa Bubble lebst Du? https://t.co/sULfIvybPl,2022-11-27,lastgen,reply,other,0.7348267436027527
96112,1579936753779376128,akiwiwa,"Mit Urin lässt sich Sekundenkleber ablösen. Einfach mal ausprobieren, wenn sich vor Euch jemand auf die Straße klebt. Am besten viele gleichzeitig damit es wirkt. #letztegeneration #lastgeneration",2022-10-11,lastgen,retweet,other,0.9282373785972595
73899,1593304808966049793,Tassilo Gröper 🇪🇺🇩🇪🇨🇭,"#Verfassungsschutz-Chef #Haldenwang watscht Alexander #Dobrindt und die ganzen anderen ""#LetzteGeneration sind Extremisten!!!""-Dampfplauderer ab: diese seien mitnichten Extremisten, sondern würden das demokratische System gar respektieren. /MS\nhttps://t.co/BoKze4szgu",2022-11-17,lastgen,retweet,other,0.7891216278076172
81970,1589291424683806720,anita alhelm,"Innenministerin Faeser fordert ein härteres Vorgehen gegen die „Letzte Generation“. Doch der Zeitpunkt, der Lage Herr zu werden, ist lange überschritten. Und dafür ist auch sie mit ihrer Nachsicht gegenüber Linksextremisten verantwortlich.\nhttps://t.co/IjZBkpvjIK",2022-11-06,lastgen,retweet,other,0.7110388278961182
32126,1507449606711427075,Eric Aduol,sands of time ...\n#F1 #FridaysForFuture,2022-03-25,fff,original,other,0.6297295689582825
112234,1516395954836062220,Anne Bruns,"Klima-Aktivisten der „Letzten Generation“ drohen damit, Pipelines in Deutschland abzudrehen https://t.co/o03LQFA2UF https://t.co/2JQhBova5o",2022-04-19,lastgen,retweet,other,0.6878635883331299
63088,1599725295463845888,Andy D,"☆\nMein Gott.. hier können Auffahrunfälle passieren &gt; #LetzteGeneration  gefährdet BEWUSST MITMENSCHEN LEBEN Auf Autobahnen !\n\nEinsperren, oder besser ab in die Klapse 🤦🏻‍♂️🤦🏻‍♂️\n☆ Es reicht !!!!! 👎🏾👎🏾👎🏾🤦🏻‍♂️🤦🏻‍♂️ https://t.co/4hJ6RCUYGh",2022-12-05,lastgen,quote,other,0.7761282920837402
69570,1595869237473673219,Wonderfool 🏳️‍🌈 ✡️ 🇩🇪,"@NancyFaeser Meine Unterstützung haben die längst nicht mehr. Eher im Gegenteil. Ich hab genug von diesem Terror gegen die Zivilgesellschaft + werde von nun an aktiv dazu beitragen, daß die #LetzteGeneration  die #allerletzteGeneration sein wird. Deren Prophezeiung soll sich erfüllen. Basta.",2022-11-24,lastgen,reply,other,0.8284737467765808
66744,1596550546252599296,konditionator,"Die 19 Menschen, die sich teilweise seit knapp 1 Monat in München ohne Gerichtsverhandlung in Präventivhaft befanden, wurden heute überraschend entlassen.\n\nDer gesellschaftliche Druck hat gewirkt und die bayrische Regierung hat nachgeben. Doch dabei darf es nicht bleiben!\n\n1/5 https://t.co/1ZIjoj07VK",2022-11-26,lastgen,retweet,other,0.939355194568634
107836,1539162522812653568,SonntagUmZwei,@tom_zeh @thesageigt @VikingRohan @traeumerle_ @AufstandLastGen Immer wieder gern!,2022-06-21,lastgen,reply,other,0.8862931728363037
88323,1587758097728212995,Thomas,#LetzteGeneration\nAn dieser Generation sollte sich die Letzte Generation ein Beispiel nehmen anpacken statt festkleben https://t.co/DD5yv0iNwu,2022-11-02,lastgen,retweet,other,0.9666249752044678
46840,1607364910278742016,jensbest@openbiblio.social,"Wenn die #LetzteGeneration die Kirche nicht „gestürmt“ hätte, dann, ja dann hätte @MarcoBuschmann sich das mit den #Klimaschutz noch mal überlegt.\n\nAber so bleibt ja nichts anderes übrig als unsere Lebensgrundlagen noch schneller komplett zu zerstören!\n\nFrohe Weihnachten 🎄! https://t.co/fMlcdzAWLf",2022-12-26,lastgen,retweet,other,0.8438895344734192
49580,1605852642332352512,Hubert Müller,@FrankRauschenb3 @niedarein @AufstandLastGen Jetzt kommen Sie doch nicht mit Fakten!,2022-12-22,lastgen,reply,other,0.6392577886581421
114776,1496740973858144256,@HeadSoccer@climatejustice.social,@AriadneSartoriu @AufstandLastGen Das hoffe ich auch. Ich hoffe auf die Einsicht der Politik. Wir brauchen mehr Menschen die Druck machen.,2022-02-24,lastgen,reply,other,0.9366921186447144
66523,1596627464813699073,Conturbator,@AufstandLastGen @_Katja_Diehl_ @sixtus @damitdasklaas @officiallyjoko @TerliWetter @Luisamneubauer @parents4future @AlleDoerfer @Psychologists4F @ZiegeJan Wegen eurem Druck gibt niemand nach. Träumt weiter. Die Aktion am BER wird euch richtig teuer zu stehen kommen. Und das freut mich.,2022-11-26,lastgen,reply,other,0.9480912089347839
4439,1588228197367549952,"Philipp ""Impfen schützt"" Janusch🇺🇦","@Moehroe Greta ist nicht gleich FFF, besonders nicht FFF DE. ich stehe seid 3,5 jahren in und an der seite von Klimaschutz",2022-11-03,fff,reply,other,0.9786943197250366
116593,1491321361461280771,Katsan Chebli the second,"@RaulSemmler @OlafScholz @AufstandLastGen @DanniPilger @Tagesspiegel @sixtus @dpa @Reuters @RND_de @JoergAltSJ Lieber Raúl, hättest du den Scheiß vor meinem Auto abgezogen hättest du nur einmal ""Sie tun mir weh"" gerufen. Der nächste Satz wäre ""Warum blutet meine Nase?"" gewesen.\n#Servicetweet",2022-02-09,lastgen,reply,other,0.5078533291816711
71919,1594640098351529986,Letzte Generation Österreich,Wie denkt ihr über unseren Prostest? #letzteGeneration,2022-11-21,lastgen,original,other,0.5768634080886841
111245,1519443194542534658,Caljinaar,"@MsreichReich @NordharzerHZ @muckie2020 @Peterchen007 @AufstandLastGen D produziert seit den 90ern tendenziell weniger Co2 trotz steigender Bevölkerungszahlen.\nGlobal steigt der CO2 Austoß jedoch massiv.\n\nGanz klar, der Fehler muss hier zu finden sein. 🤦😂",2022-04-27,lastgen,reply,other,0.8891517519950867
25545,1525018311360225284,Kaitesi Jessica,School strike week 195. #FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate https://t.co/DD3AqHaXCC,2022-05-13,fff,retweet,other,0.786631166934967
63619,1599365334167080961,Marco_B_Kanal,"@welt Diese Warnung vor Unterwanderung, dient nur dazu diese Terrororganisation (letzte Generation) bei eventuellen weiteren Straftaten zu schützen! Sie waren es ja nicht die bösen die sie unterwandern die waren es. Wunderbar, wie die Verblödung der Massen funktioniert!",2022-12-04,lastgen,reply,other,0.943710446357727
73675,1593522668107694081,Safka Klarname 💙,"@Benkens2 @zeitonline @Luisamneubauer @AufstandLastGen  Lesen, Denken, Verstehen",2022-11-18,lastgen,reply,other,0.9229668974876404
6547,1580566520958455810,Caljinaar,"@AufstandLastGen @rbb24 @MucRebellion @stu4future_muc @fff_muc @XRLeipzig @EndeGelaendeLE @FFFLeipzig @P4F_Leipzig @AnimalLeipzig 1. Bei der Umfrage gibt es keine Angabe der Teilnehmerzahl.\n2. Wenn ihr massiv Werbung für die Abstimmung macht, verfälscht es das Ergebnis.\n\nOhne zu wissen wie viele Teilnehmer, sind 50% nicht aussagekräftig",2022-10-13,fff,reply,other,0.5212381482124329
22017,1537742696940544001,LeatherSnipeBob,Week88 #ClimateStrike🌍 in #India🇮🇳\n\nThe World is experiencing record-breaking Temp. &amp; severe #HeatWaves.\n\nIt is time to take #ClimateAction to reflect the world before the #ClimateCrisis gets worse.\n\n#FridaysForFuture\n@GretaThunberg @vanessa_vash  @KaoHua3 @ExtinctionR @FFFIndia https://t.co/Q5xBKzFMbU,2022-06-17,fff,retweet,other,0.7184299230575562
17545,1554115335330189313,Rot,"die ganze weltweite FFF bewegung liegt falsch &amp; muss ersmtal von den deutschen FFF dullis lernen, was richtig ist. https://t.co/IbzjFGTuZU",2022-08-01,fff,retweet,other,0.8640474081039429
47885,1606758288283951104,EmirBumaye,@AufstandLastGen Kannste keinem erzählen. Erst sich komplett stur auf die Straße setzen und Fahrzeuge hindern vorran zu kommen und dann ein Spendenaufruf starten weil man sich die Konsequenzen nicht leisten kann.,2022-12-24,lastgen,reply,other,0.7349990606307983
5159,1585000382404534272,Karla Kempa 🕊,"@BMF_Bund @Luisamneubauer @AnnikaRittmann @FridayForFuture @c_lindner Luisa ist von den Grünen und sollte auch so angekündigt werden. Davon abgesehen: Fridays for Future ist eine antisemitische Sekte, die die Hirne der Kinder manipuliert, vor allem aber auch sozialistisch und Demokratie feindlich.\n\nDamit verhandelt man nicht. Das verbietet man.",2022-10-25,fff,retweet,other,0.9301639795303345
17914,1552974526870323200,Henrique Brito,@GretaThunberg #PovosIndígenas - 🏹🏹🏹🏹\n\n#FridaysForFuture #ClimateStrike 🌞\n\n@Pontifex_pt \n@UNEP_pt\n@ajplusespanol\n@agenciapublica\n@GreenpeaceBR\n\n1 https://t.co/K6a0q65Z4G\n\n2 https://t.co/SFD9ltGXHR\n\n3 https://t.co/3ibmFbsTqI https://t.co/wwwVuAIhpH,2022-07-29,fff,retweet,other,0.8524119853973389
94614,1582750787108712450,BitcoinBuccaneer,@AufstandLastGen @DaSiLa97 Stunning &amp; Brave wie ihr durch das tragen der aus Erdöl hergestellten Warnwesten auf die Erdölproblematik aufmerksam macht.,2022-10-19,lastgen,reply,other,0.8745236992835999
38289,1497656493675532296,Florian König #lützibleibt,"Wir waren gestern mit einem großen Bündnis und ü. 5000 Menschen auf der Straße; für eine freie Ukraine, für Frieden in Europa und für scharfe Maßnahmen gegen das russ. Regime.\nJetzt heißt es Fluchtwege öffnen, Aufnahmekapazitäten erhöhen und Russland isolieren. #StandWithUkraine https://t.co/HcQb4AcxL3",2022-02-26,fff,retweet,other,0.864036500453949
6852,1579149704822394880,StEP (Sustainable Exercise Partnership),"This week we are glad to share the @ERWorldPhysio document titled ""Harmonisation of Sustainable Development Goals within the Profession"" #Physiotherapistsforfuture #FridaysForFuture\nDocument can be accessed via link:  https://t.co/WVGipGzwCn https://t.co/oynLh2mNki",2022-10-09,fff,retweet,other,0.9541527628898621
52349,1603743329484738560,Lone Wanderer,@AufstandLastGen Ihr seid Teil einer Sekte.,2022-12-16,lastgen,reply,other,0.5904045701026917
109606,1529077326272774145,Hart💚🇺🇦,"Ja, @hinschauHen KÖNNTE laufen. Die Bundesregierung KÖNNTE auch eine Erklärung abgeben, kein neues Nordsee-Öl zu fördern, und anfangen unser Leben zu schützen.\n\n#LetzteGeneration https://t.co/oT2JAhi9ZJ",2022-05-24,lastgen,retweet,other,0.9581612348556519
116199,1492037391779049472,#Uckermark🏳️‍🌈🏳️‍⚧️,@AufstandLastGen @OlafScholz dankeschön! https://t.co/1850rEdceU,2022-02-11,lastgen,reply,other,0.9269257187843323
111407,1519324895133503489,E.Euri,"Wie schaffen die es eigentlich trotz Ankündigung der Straftat vor einer Woche, diese Straftat dann auch tatsächlich durchzuführen? \n\nIst die Exekutive zu sehr mit der #HassistkeineMeinung beschäftigt @NancyFaeser?",2022-04-27,lastgen,retweet,other,0.806393027305603
20682,1542831727231397888,joan hoppe,"In climate crisis no one is left behind.\nThe earlier we act on climate crisis,the better for you.\n#fridaysforfuture\n#ClimateBrawl \n@GeraldKutney @Sdg13Un @AaravSeth_ @Melbourne_7 @ThomasCOTTINET @vanessa_vash @KambojAnanya @JanineClimate @GretaThunberg @ashokgehlot51 https://t.co/5RO406Nu1X",2022-07-01,fff,retweet,other,0.8663629293441772
25180,1525934413766397952,Simo Hartia 🇫🇮🇸🇪🇩🇪🇺🇸🎸🤘🔥🪓💙,Likaista vihreää #energia a - #tuulivoima ei vähennä päästöjä\n#vihreräsiirtymä #FridaysForFuture #ympäristö #ilmasto #ilmastonmuutos\n\nhttps://t.co/huP6ZSERpP,2022-05-15,fff,original,other,0.7738069891929626
108872,1532280020806340608,Letzte Generation,"Gestern schaute Uni-Präsident @haukeren spontan im besetzten Audimax der Uni Hamburg vorbei. \n\nEr bekräftigte erneut: Es sei nicht die Aufgabe der Universität, sich – wie gefordert – öffentlich gegen neues Nordsee-Öl zu positionieren. https://t.co/78kmumeIqp",2022-06-02,lastgen,original,other,0.9115726351737976
105853,1541143755692167168,Roter hahn,‼️Leichtathletik-Meisterschaften in Berlin gestört‼️\n\n„Ich würde gern selbst einfach nur zuschauen. Aber ich kann nicht mehr einfach nur zuschauen.“ #WoIstOlaf? https://t.co/8nwmO1X3cz,2022-06-26,lastgen,retweet,other,0.8450568318367004
67645,1596247908998946832,🔴🔴🔴 Chris A.,"Meiner Meinung nach, gehören ja Leute wie Manuel #Ostermann vom Verfassungsschutz beobachtet.\n\nSchluss mit Lustig, endgültig.\n\n#BER #LetzteGeneration https://t.co/fgxycbVxyE",2022-11-25,lastgen,retweet,other,0.8696035742759705
108775,1532748109553577986,des Kwasselsche vom Büdle,"@CGNCaptain @wattweissich @Buex_ta @YoyoComment @AufstandLastGen Klar geht das, das geht wunderbar zu bodyshamen beim Vorbeifahren uiii",2022-06-03,lastgen,reply,other,0.8999788761138916
101066,1552227212870443008,Kannitverstan,"@schweizok2 Heute würden die alle auf dem #Geländer hocken, in ihr #Handy starren und ihren ca. 100 Tsd. #SocialMedia-#Freunden mitteilen, dass sie gerade eine #RiesenParty feiern! #NochFragen, weshalb das die letzte #Generation ist?",2022-07-27,lastgen,reply,other,0.8241345286369324
8300,1574841380316352559,FFF Bot,"""Hat schon jemand #FridaysForFuture und @Luisamneubauer für die Sprengung von #NordStream2 verdächtigt?"" dachte ich gerade. Und dann dachte ich ""Na, so blöd kann doch niemand..."" und dann dachte ich: ""Naja es ist das Internet..."" und jetzt trau ich mich nicht zu schauen. Also?",2022-09-27,fff,retweet,other,0.5929152965545654
109542,1529205554949894144,Rab It,Au. Aaaau. Au. Ich kann nicht aufstehen. Aaau. https://t.co/p1kc7LFTgQ,2022-05-24,lastgen,retweet,other,0.6091992259025574
53915,1603111905807458304,DeLacroix,"@_sleepy_K @r3lmarc3au @FritzQuincke @AufstandLastGen man bei dieser Gruppe so mehr Handlungsbereitschaft erreicht?\n\nWünschen würde ich mir das zwar auch. Aber ich seh eben nicht, wie das funktionieren soll. Und sehe auch kein Beispiel.\n\nUnd ""die Politik"" erreichst Du erst (in positivem Sinne), wenn mehr die Autobahn blockieren,",2022-12-14,lastgen,reply,other,0.8166911005973816
103229,1546425099951263744,Sifu Thomas,"@M_Ostermann @AufstandLastGen Ich habe längere Zeit JuJutsu trainiert, bevor ich zum WingTsun / Escrima gewechselt habe. Dieser Griff gehörte zu meinen Lieblingshebeln, ganz einfach weil er einer der wenigen wirkungsvollen Hebel ist.",2022-07-11,lastgen,reply,other,0.9237517714500427
64680,1598331997365190659,Chloé Majerus,"Erster Schritt gemacht, die Menschen in München werden nicht mehr politisch festgehalten – alle kommen jetzt gerade frei. \n\n‼️Im zweiten Schritt erwarten wir, dass die Gefahrenlage für die gesamte Bevölkerung eingedämmt wird: Wir brauchen Sicherheitsmaßnahmen im Klimanotstand! https://t.co/GYUROAt82W",2022-12-01,lastgen,retweet,other,0.9223020672798157
68449,1596118844766130176,Martin Bethke,"Und das von dem Mann, der ein Ministerium leitet, dass #Klimaschutz per se verweigert. #LetzteGeneration https://t.co/pixTyxqUkH",2022-11-25,lastgen,quote,other,0.758030116558075
77206,1591491841744318464,Axel F.,"Bundesregierung verpasst Beendigung der Störung\n\nScholz, Lindner, Habeck &amp; Wissing sind nicht zur Verhandlung mit uns erschienen.\n\nFür uns ist es unabdingbar in diesem Notfall über die 1. Sicherheitsmaßnahmen gegen den Klimakollaps zu verhandeln. \n\nhttps://t.co/LJn3RLK5dJ\n\n1/2",2022-11-12,lastgen,retweet,other,0.8784421682357788
89997,1586774925167280131,BuddyBear,"@likeA44 @gissian1 @BBiersky @AufstandLastGen @ScientistRebel1 Wieso willst du jetzt mit mir über Recycling diskutieren? Ist doch gar nicht das Thema hier. Das wäre für sich ein abendfüllendes Gebiet…\nBei allen Schwächen ist jedes Recyclingsystem aber immer noch besser und effektiver, als ein Depp, der sich „für´s Klima“ irgendwo festklebt.",2022-10-30,lastgen,reply,other,0.8369835019111633
113604,1506781733714288650,Jeykey,@AufstandLastGen Man ihr Deppen habt nicht begriffen das wir momentan ganz andere Sorgen haben als euren schwachsinnigen Mist. Ihr seid nicht die letzte Generation - ihr seid das Letzte mit eurem Egoismus. Ihr geht der grossen Mehrheit nur auf den Zünder und genau deshalb findet ihr kein Gehör.,2022-03-23,lastgen,reply,other,0.7122778296470642
117032,1490714680242974730,Eduardt Storberg,@Fredoleen @Soulmoth1 @HalleVerkehrt @DanniPilger @BSR_de @AufstandLastGen Jemand sieht das Ende des Staus nicht rechtzeitig und es kommt zum Unfall...\n\nGefährdung durch das Hindernis??,2022-02-07,lastgen,reply,other,0.8120833039283752
43475,1482159724011442182,Fiete Quincke 🎈,School strike week 178. #FridaysForFuture #ClimateStrike #UprootTheSystem https://t.co/2JynnuVVJB,2022-01-15,fff,retweet,other,0.7365548610687256
1825,1599108850954559489,Robert Redmayne Hosking,🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿👇\nSolidarity..! @Iam_Claude25 ✌️💚🌱\nSchool strike week 224.\n#FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/dNllVP6lQl,2022-12-03,fff,quote,other,0.8256071209907532
104135,1544831830779650049,Sasch,@AufstandLastGen #DennisAusHuerth macht so einen Quatsch nicht. https://t.co/uiOVwsEYyD,2022-07-06,lastgen,reply,other,0.8491602540016174
13569,1568233356088713217,Blablachat,School strike week 212. #FridaysForFuture #ClimateStrike #RöstFörRättvisa #PeopleNotProfit https://t.co/HwLlJPMHBT,2022-09-09,fff,retweet,other,0.7551946640014648
118410,1487305925300002816,⬇️ --- Ꝗᵾɇɍ§ȼħłäǥɇɍ --- ⬇️,"#BREAKING: Schon ""in ein paar Jahren"" gibt es in Deutschland Hungersnöte und Kinder müssen Brot horten.\n\nTUT BUßE! DAS ENDE IST NAH! https://t.co/sPlzB7OfzK",2022-01-29,lastgen,quote,other,0.7132278680801392
91512,1585260795461783552,brigitte berg,"Das wunderbare Museum Barberini in #Potsdam bleibt nach dem Angriff auf das Monet-Gemälde zunächst geschlossen. Die Täter von #LetzteGeneration kamen nach einer „Befragung“ durch die Polizei sofort wieder frei. Eine Bande von Kriminellen darf machen, was sie will!",2022-10-26,lastgen,retweet,other,0.5665543675422668
40696,1490732280360407044,SeaHorseArmy,What’s more important than recycling? Producing something to recycle.  #Sustainability #Recycling #Fishyfriday #Environment #ClimateAction #PlasticPollution #uprootthesystem #fridaysforfuture #SeaHorseArmy,2022-02-07,fff,original,other,0.957414984703064
29230,1512497487134744589,Dr Jo 🌳💚,🌍🌿👇 Solidarity Mohamed and fellow striker.!✌️💚🌱\nWeek 68: #UniversityStrikeForClimate 🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿\n#FridaysForFuture \n#ClimateActionNow \n#ClimateJustice https://t.co/vXlS9K33NQ,2022-04-08,fff,retweet,other,0.867041826248169
67870,1596204861204332546,Jack🏠,"Trotz aller Differenzen: @AufstandLastGen krassen Respekt, dass ihr weitermacht. Dass ihr kaum aus dem Knast raus wieder klebt.\nSuper #BER-Flughafen Lahmlegung!\nSolidarität mit den Menschen, die Hausdurchsuchungen (zu welchem Zweck?) erleben! #Klimakatastrophe\n#LetzteGeneration",2022-11-25,lastgen,retweet,other,0.990524172782898
105691,1541686793757757440,𝐁𝕖ⓢ𝓾ĆнＳ𝓟𝕒ᑭᵃ👨‍👧💛,"Das Handeln einer Berliner Bezirksbürgermeisterin gefährdet die Demokratie. Wie die radikalen Aktivisten der «letzten Generation» hofiert werden, darf nicht Schule machen.\n#Kreuzberg\n\n«Der andere Blick» von @KeilaniFatina.\n\nhttps://t.co/cDD8gAT7JK",2022-06-28,lastgen,retweet,other,0.9003106951713562
32019,1507469884862566404,𝒥.𝒦. ⚜️✝️☦️⚜️,Sehenswert: Arbeitender Migrationshintergründler trifft auf Klima-Spinner!\n:)\n#Klimastreik #FridaysForFuture https://t.co/9nbXcEFleU,2022-03-25,fff,retweet,other,0.8826823830604553
65970,1596945895165419520,@HeadSoccer@climatejustice.social,"Wenn Politik und Medien hierzulande sich weniger mit den Aktionen von @AufstandLastGen und mehr mit konkreten Antworten auf die Klimakrise beschäftigen würden, dann wäre schon viel gewonnen.",2022-11-27,lastgen,retweet,other,0.8266032934188843
73683,1593516565806268417,Andreas Rupp,@b_friederike @AufstandLastGen Plus 400 Stunden als Straßenkehrer,2022-11-18,lastgen,reply,other,0.7866634130477905
55790,1602721030333767690,ARA @AraQNem@kolektiva.social,Hausdurchsuchung\n#LetzteGeneration https://t.co/I3pWVhiOzi,2022-12-13,lastgen,retweet,other,0.7642111778259277
107438,1539450958643662849,Labor2b,++ BRITISCHE REGIERUNG WILL HÄUSER ISOLIEREN ++\n\nBoris Johnson scheint auf die Forderung von #InsulateBritain einzugehen.\n\nWarum wurden dann Unterstützer:innen der Kampagne monatelang inhaftiert? Warum mussten diesen Winter trotzdem Menschen in 🇬🇧 in ihren Häusern erfrieren? https://t.co/PIDFmKH6ge,2022-06-22,lastgen,retweet,other,0.7980721592903137
111046,1520764873973583873,f,@AufstandLastGen Wann dreht ihr in Russland Pipelines ab?,2022-05-01,lastgen,reply,other,0.7329618334770203
27503,1517641778270064642,Dada,"School strike week 192. This is not a “happy earth day”. It never has been. #EarthDay has turned into an opportunity for people in power to post their “love” for the planet, while at the same time destroying it at maximum speed. #PeopleNotProfit #FridaysForFuture #ClimateStrike https://t.co/2Lv7sLEKyZ",2022-04-22,fff,retweet,other,0.6830570697784424
20694,1542818094539751429,Andrea Liberati,School strike week 202. #FridaysForFuture #ClimateStrike https://t.co/UNYHALeo5n,2022-07-01,fff,retweet,other,0.749060869216919
81842,1589338289089417216,J. Beh.,"Politiker die bewusst die Klimaziele hintertreiben und damit geltendes Recht brechen, sollten sehr zurückhaltend sein, wenn sie Strafen für die #LetzteGeneration fordern. Wer im Glashaus sitzt, sollte nicht mit Steinen schmeißen.",2022-11-06,lastgen,retweet,other,0.7051175832748413
56986,1602618699881582593,Michael Groth,"++ TÜREN AUFGEBROCHEN BEI FOSSILER LOBBY UND REGIERENDEN ++ \n\nNatürlich nicht – heute ab 5 Uhr morgens gab es 11 Hausdurchsuchungen bei uns. Vorwurf „Bildung einer kriminellen Vereinigung“. Elektronische Geräte, wie Laptops und Handys, wurden konfisziert, außerdem Plakate.",2022-12-13,lastgen,retweet,other,0.5193153619766235
32611,1507373724449873930,A(nti-Covid) Schneck 🐌 (She/Her),"""Wären Sie auch Professor geworden, wenn Sie freitags immer die Schule geschwänzt hätten, Herr Harald #Lesch?""\n\nLesch: „Ja!“\n#MicDrop #anneWill #fff #Klimakrise https://t.co/WqvbOELDJA",2022-03-25,fff,retweet,other,0.8568711280822754
46312,1607818897192849408,Angie de Alemania,"@katharinaOnRoad @LTwittuser @goyafn @Ichigos20Bankai @drecksuser @AfDLindemann @AufstandLastGen Was du alles über mein Job zu wissen glaubst. Interessant für was sich Leute heutzutage halten, wenn sie im Baubereich arbeiten…",2022-12-27,lastgen,reply,other,0.9361921548843384
60599,1600757185814081536,thomas walther,@AufstandLastGen Was für Belastungen????,2022-12-08,lastgen,reply,other,0.7561280727386475
16752,1557498289909555202,FFF Bot,"""..In Saporischschja lagern 30 Tonnen Plutonium..""\n\n#FridaysForFuture  #AtomkraftNeinDanke \n\n(S+) Sorge um ukrainisches Kernkraftwerk: »Die Situation kann im Krieg schnell unüberschaubar werden« https://t.co/4CJmRV1SKE via @derspiegel",2022-08-10,fff,retweet,other,0.587537944316864
109675,1528981688013012992,The big Rudolph,@AufstandLastGen Wo ist denn der Klimanotfall?,2022-05-24,lastgen,reply,other,0.7819638848304749
19184,1548004100674953218,FFF Bot,"#StandingRock \n#NoDAPL  - save the earth\nsame issue as #FridaysForFuture \n„Dakota Water Wars, Chapter Six: I Can Still See It“ auf #Vimeo an https://t.co/yFt7RsxyNl",2022-07-15,fff,retweet,other,0.6993558406829834
17383,1555175614360985601,FFF Bot,#ClimateAction  #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing #Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis     \n\nYou've been fooled by Greta Thunberg: https://t.co/SlNT9zPt2y,2022-08-04,fff,retweet,other,0.7527185678482056
12022,1572212705297145856,DIE LINKE. Lübeck,"Am Freitag ruft @fff_luebeck wieder zu Protesten auf, in Lübeck beginnt die Demonstration um 15 Uhr am Klingenberg.\n\nhttps://t.co/Wo6PoJiIZF\n\nFoto: (c) Fridays for Future https://t.co/9yip98pymo",2022-09-20,fff,retweet,other,0.7751646041870117
110211,1526539195082317825,Ömer,"Wie finanziert sich eigentlich die militante Sekte #LetzteGeneration, die ihren degenerierten Jüngern nicht nur rechtlichen sondern auch gleich noch psychologische Hilfe anbietet?\n\nSoros? Grüne? Mitgliederbeiträge der erwerbslosen Irren schließe ich eher aus.... https://t.co/ADLeWmJKHf",2022-05-17,lastgen,retweet,other,0.8308122158050537
76075,1592397848251097091,Fräulein Lola und Doktor Loander.,@Really_Amused @AufstandLastGen @Storchfuss @elena12799 @bao_asphalt Eine. Es war eine Frau. Oder gibt es noch mehr Kollateralschäden als die selige Radfahrerin aus Berlin?,2022-11-15,lastgen,reply,other,0.932061493396759
90975,1585691334328754177,Friendly neighbour next door. 👨‍🌾,"@MeckrigeZiege70 @Wiesenthaler @spd_nord @AufstandLastGen @Bundeskanzler Du bist kein Opfer von Terrorismus, nur weil Du im Stau stehst. \nDAS hier ist Terror 😢➡️ https://t.co/FwhzqSvg0M",2022-10-27,lastgen,reply,other,0.8093558549880981
83144,1588856178192584705,Axel S.,"@AufstandLastGen @Bundeskanzler @c_lindner @Wissing Das Leben ist keine Waldorfschule. Utopische Denkmuster verzerren den Realitätsbezug und fördern damit Psychosen. Die Realität ist komplexer, als sie sich ein Mensch überhaupt vorstellen kann. Daher neigt der Mensch auch dazu, komplexe Inhalte zu vereinfachen.",2022-11-05,lastgen,reply,other,0.7434734106063843
