,id,author.name,text,created_at,protest,tweet_type,replies,retweets,quotes,likes,predicted_label,score
118591,1487033364028739586,David Rosenberg 🇺🇦 💉💉💉AZ+BT+MO,"@RainBow19970905 @sabi_ri @derZeitreiser @BOfH_Dj4n90 @Oomiriess @AufstandLastGen @DanniPilger Oder sich Begründungen aus den Fingern saugen. Aber es stimmt schon, ""In Deutschland wird es keine Revolution geben, weil man dazu den Rasen betreten müsste"".",2022-01-28,lastgen,reply,2,0,0,2,other,0.7503957152366638
62228,1599869389360463872,Markus Wolff🐺🐾Gangbare Wege führen weiter!,"@1910Spencer @CGdoppelpunkt @AufstandLastGen Bin nicht die #Bundesregierung, sorry. Debattiere auch nicht über die 1000 Möglichkeiten, warum etwas, das getan werden muss, gar nicht klappen kann. Fordere stattdessen, dass man sich anstrengt und dafür sorgt, dass es klappt.",2022-12-05,lastgen,reply,1,0,0,0,other,0.9367840886116028
115759,1493484072219328514,Mario Burkhardt,"@bubbleg29701380 @AlexanderGrevel @AufstandLastGen @MarcoBuschmann Aber es gibt ja keine Leiterin, sofern wird es schwierig sich hier auf diesen § zu berufen. Und for Teilnehmende währe es danach auch nicht strafbar.",2022-02-15,lastgen,reply,2,0,0,3,other,0.9084064960479736
5955,1581895279279685632,El Supremo ☻ 🇧🇼,Ihr hattet nie einen Schulterschluss mit der Klimabewegung. https://t.co/D21BxhLLXp,2022-10-17,fff,retweet,15,9,2,125,other,0.7669015526771545
85278,1588476035519369217,Kai Grube,@tagesschau Ich kritisiere die letzte Generation über die hofierung in den Medien.,2022-11-04,lastgen,reply,0,0,0,0,other,0.6307858824729919
51024,1605229555631153152,Levi Kummerfeldt,"@AufstandLastGen @EG_Berlin @ambodenbleiben @IL_Berlin @NABU_Berlin @greenpeace_bln @dnr_decarb @ADFC_Berlin @VerkehrswendeB @CMBerlin Ihr protestiert gegen uns. Klebt euch doch vor Rammstein fest oder vor dem AA, das Millionen für umweltschädlichen Krieg bereitstellt.....",2022-12-20,lastgen,retweet,3,8,0,104,other,0.708557665348053
104251,1544632512164597760,Peter B,"Soll die sogen. ""Letzte Generation"" @AufstandLastGen sofort verboten werden? #Umfrage\nBitte kurz abstimmen+RT(wg.Reichweite)",2022-07-06,lastgen,retweet,28,65,8,41,other,0.8557550311088562
12386,1570924295119077379,D🔯⚛🧎🏻‍♀️🩺🙋‍♂️🩺🙋🏻‍♀️🎼O BURACO É +EM BAIXO,Say no to deforestation to combat climate change \n#FFFmapa #FridaysForFuture @vanessa_vash @eve_chantel @Riseupmovt https://t.co/CJqKRMLiXU,2022-09-16,fff,retweet,1,41,1,103,other,0.7350167036056519
78277,1591005701631275010,Se123,@Meltingm8 @ZwitschertFrank @AufstandLastGen Und was tut die letzte Generation gegen den Klimawandel?\n\nSie hat es geschafft das über die LG diskutiert wird und nicht mehr über den Klimawandel!,2022-11-11,lastgen,reply,2,0,0,0,other,0.8235072493553162
115906,1492809461538373632,Buschmann🎗️,"„Wir nehmen die Agrarwende selbst in die Hand“, sagt die Philosophin und Kulturwissenschaftlerin M.A. zum Kartoffelverbuddeln im Februar.\nEin wundervolles Bild zur Qualität der Diskussion rund um Landwirtschaft und Ernährung. https://t.co/iC0hEmSwEt",2022-02-13,lastgen,retweet,21,28,2,276,other,0.9570982456207275
32382,1507405450806894594,La Posta Restaurant,Indonesia joins the Global Climate Strike with Fridays for Future Indonesia and Jeda Iklim! They're fighting against fossil fuel industries that harming the environment and their local communities!\n\n#PeopleNotProfit https://t.co/2b4O17weG0,2022-03-25,fff,retweet,10,224,5,795,other,0.6727142930030823
7886,1575997508886892544,William G Gonzalez,School strike week 215. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/Z83uGfBtax,2022-09-30,fff,retweet,574,1472,86,8679,other,0.746435284614563
45311,1478079858232242180,FFF Bot,@xr_cambridge https://t.co/hNYYyDicub  https://t.co/LfR1Cqspvd XR HUMANITY'S EMERGENCY SERVICES PRESENTS REGENERATIVE MOTHER EARTH. LATEST UPDATES. #FridaysForFuture #EndSARS #StopEcocide,2022-01-03,fff,retweet,1,2,0,1,other,0.8981579542160034
84010,1588596722246520833,Luuh,"@AufstandLastGen @F4F_Freiburg @freiburg @XR_Freiburg @energiewendebw @Demokratie_BW Ihr habt es geschafft, meinen ganzen Bekanntenkreis und mich gegen den Klimaschutz aufzubringen. Niemand will etwas mit euch zu tun haben. Glückwunsch.",2022-11-04,lastgen,reply,0,0,0,0,other,0.7341107130050659
7550,1577259467649044482,FFF Bot,"@Laura_Bullon presents her research on your disenfranchisement in the context of #FridaysForFuture and climate activism\n\nAt our panel on (Dis)enfranchisement, youth participation and new forms of political engagement\n\n@GVAGrad https://t.co/ROToVe00Mt",2022-10-04,fff,retweet,0,1,0,1,other,0.8821520209312439
16108,1559376492630609920,A Determined Person,"Stop deforestation, we are experiencing climate crisis because we cut down trees and no replace them. we are burning \n#plusonetreeproject\n#Fridaysforfuture\n⁦@Riseupmovt⁩ https://t.co/Y6IONlO9W8",2022-08-16,fff,retweet,82,633,35,2291,other,0.6376407742500305
81285,1589623340712734726,Timo Falk,"@Nuernberg2023 @bsuteesfcfheenr @felixkristus @AufstandLastGen https://t.co/Ju2NPMCRqz ""Um hier sinnvoll Transuranabfall [..] zu spalten, wäre es also nötig, 30 % der existierenden [AKW] [..] zu ersetzen"" plus die genannten Quellen.\nEs gibt rund 440 AKW weltweit. Einfachhalthalber habe ich nicht zwischen den Reaktortypen unterschieden.",2022-11-07,lastgen,reply,1,0,0,0,other,0.7649586796760559
51922,1604079830168911873,Stephan Holowaty 🇺🇦 🇩🇪 🇪🇺,"@AufstandLastGen Statt in der JVA seinen Aufenthalt zu ""geniessen"" könnte #Kevin auch was für's Klima tun: Zum Beispiel Heizungs- und Sanitärinstallateur lernen und beim Ersatz alter Heizungen aktiv mitarbeiten. Sei nicht wie Kevin! Tu was Sinnvolles! #Fachkräftemangel @VdZeV @ZVSHK @dashandwerk",2022-12-17,lastgen,reply,0,0,0,1,other,0.996006429195404
73089,1593676578545770497,Marion Ry,"Verfassungsschutz-Präsident #Haldenwang hält die #LetzteGeneration nicht für Extremisten und erklärt, sie drückten aus, ""wie sehr man dieses System eigentlich respektiert“. Bitte? Eine Bande von Straftätern verkündet, über dem Recht zu stehen und der Verfassungsschutz schaut zu?",2022-11-18,lastgen,retweet,115,403,25,1902,other,0.9261818528175354
22575,1535335996752994304,@FFF_SAJ ._. Sweden Årsta Janine #UprootTheSystem,"Six key lifestyle changes can help avert the climate crisis, study finds\n\nhttps://t.co/y1ZyK6Qi4A\n\n#FridaysForFuture\n#ClimateCrisis\n#ClimateStrike\n#ClimateDenial\n#EndFossilFuels\n#Klimatalliansen\n#ClimateAlliance\n#twiff\n#ClimateTalk\n#StandWithUkraine️\n#stopfossilfuel",2022-06-10,fff,original,0,2,0,5,other,0.9326477646827698
10152,1573390680667426817,Edmund Lauterbach,"Wir sind wegen Öl und Gas-Abhängigkeit in der Krise.\n#FridaysForFuture fordern mehr Erneuerbare, mit denen wir unabhängig wären.\nWELT: BOAH sind die menschenfeindlich!\n\n??? https://t.co/NZQw3DMwsK",2022-09-23,fff,retweet,155,343,40,3722,other,0.6690208315849304
95929,1580131719994568704,🌎⏳ @Anton@det.social Ilai Detailreich 🏳️‍🌈🧩,@HanfdampfGassen @volxfeind @AndreasS2904 @AufstandLastGen @IrisSpranger @Innensenatorin @FDPFraktionBLN @JuliusBetschka Offenbar hat es nicht gereicht nicht CDU zu wählen. \nWas also tun?,2022-10-12,lastgen,reply,0,0,0,0,other,0.8151801824569702
112131,1516491713841442816,Da Stine,@StolzerAffe @AufstandLastGen Stell dich bitte nicht so dämlich,2022-04-19,lastgen,reply,1,0,0,0,other,0.5759509205818176
110030,1526827089483157505,Freggl70,"Wenn die jungen Deutschen nun auf Nazi-Deutschland machen und sich gegen Russland aufhetzen lassen, könnte der Hashtag #letztegeneration korrekt sein.",2022-05-18,lastgen,retweet,6,14,0,59,other,0.6905313730239868
52974,1603466282095022096,Dr.Dr. Profdeili,"@AufstandLastGen @MUC_Airport Der ""Rechtsstaats-Vertreter"" greift durch -  möglicherweise ""wehrhafte Demokratie"".",2022-12-15,lastgen,reply,0,0,0,0,other,0.8206804990768433
114801,1496611137630179332,Andreas R. Wiese,"Hallo @bka, @polizeiberlin, ich nehme an Sie kümmern sich um die Dame? Ich denke, nach den bisherigen Straftaten der #EssenRettenLebenRetten Aktivisten ist mit dieser öffentlichen Ankündigung die Voraussetzung für einem #Polizeigewahrsam zur Gefahrenabwehr erfüllt. https://t.co/5sZKQBl6Pn",2022-02-23,lastgen,retweet,5,7,1,32,other,0.7519794702529907
13253,1569043432210939906,Christopher Graham,3️⃣ Join a movement. \n\nMany countries are still not taking adequate action to respond to the climate crisis. Joining a movement can help our voices to be heard better. You can even start your own movement by registering your own climate rally here: https://t.co/Vg1Q4KyIf2  \n\n7/17,2022-09-11,fff,retweet,7,93,5,428,other,0.8904141783714294
51503,1604559794106499073,v2z,"@alichtblau @Latunga8 @ninawunderbar @JosephusLudwig @AufstandLastGen @greenpeace_bln @BUND_Berlin @XRBerlin @FFF_Berlin @NABU_Berlin @Attac_Berlin Sie wollen nicht dir vorschreiben was du machen sollst sondern dass die Regierung das 1,5° Ziel einhält",2022-12-18,lastgen,reply,1,0,0,1,other,0.7122102975845337
10695,1573321500333322245,Politiq,"Odborník na energetiku: „Potřebujeme razantní a převratné změny“\n\nUhlí, jádro, plyn: neekologické zdroje energie zažívají v krizi comeback. Profesor Volker Quaschning vysvětluje, co je třeba nyní udělat a proč podporuje výzvu Fridays for Future.\n\n https://t.co/nE3etLUzss",2022-09-23,fff,original,0,0,0,0,other,0.9195955991744995
28196,1515614407111364611,Nora,School strike week 191. #FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate https://t.co/mKYuMShu1R,2022-04-17,fff,retweet,601,3105,200,28701,other,0.7775314450263977
6412,1580888362336284672,Topiykkönen följer å retweets endast åt följare,"#ilmasto pelotuksella ei ole perustaa, koska ei ole olemassa mitään #ilmastokriisi ä.\n#FridaysForfuture #ilmastonmuutos \nhttps://t.co/p7luYElrzZ",2022-10-14,fff,retweet,0,2,0,2,other,0.8216232061386108
118055,1488229067535138816,Tim Bruns,@AufstandLastGen @BuergerratKlima @DanniPilger Behindert mehr nicht…!,2022-01-31,lastgen,reply,0,0,0,1,other,0.9064247012138367
29415,1512350758611701762,@XR_TTT Extinction Rebellion_Tell the Truth,https://t.co/PO858Tys2W\n\n#FridaysForFuture\n#ClimateCrisis\n#ClimateStrike\n#ClimateDenial\n#EndFossilFuels\n#Klimatalliansen\n#ClimateAlliance\n\n@JanineClimate @FFF_SAJ @FFF_Jour @fff_tui @TomsTweeters @GretaThunberg @MichaelEMann @ClimateWorrier3 @ClimateHuman @GeraldKutney @AaravSeth,2022-04-08,fff,retweet,0,9,0,4,other,0.9052248001098633
664,1606051211295313926,Chaotischer Ben,"Bin radikaler als FFF weil ich nicht nur rede, sondern handle. https://t.co/4yn6GS7Ds1",2022-12-22,fff,retweet,16,29,1,353,other,0.9132242798805237
96212,1579891456982253569,ɹɹǝH puǝƃɐɹɹoΛ,@3epnm @DieterTillmann @yooHannes @AufstandLastGen Politik machen mit Angst....\n\nJa typisch Grün - typisch rückständig und alles vor 90 Jahren schon mal da gewesen. Ihr Opa hat daran gut verdient,2022-10-11,lastgen,reply,1,0,0,2,other,0.5561843514442444
26164,1522560931481497604,BrianErenstone,@Hazloe3 @ProfStrachan @ECOWARRIORSS @ChristineMilne @ristori20 @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_jodi @devindthorpe @AmazingChevVolt @enricomolinari @climateguyw @PaulHBeckwith @StopAdaniCairns @SustMeme @leahstokes @debraruh @DanCas2 @armanwalker @Jackthelad1947 @HansLak @lmg1700 @Klinkmi @seth_leitman @BreezyLovinInWV @CapaTosta122 @kirillklip @blanketcrap @AntonBoym @alexharteco @smoothsale @THEnergyNet @lehimesa @joesegal @treacl @Wipapa5 @JimBair62221006 @JoseyRider @lahautj @GeraldKutney @jellsmoor @emocionycambio @FFarank @cberrl @thepainterflynn #RenewableEnergy 4 #EnergyTransition:\n#Norway Puts the W in #Wind #Power!\n\nKindly RT!\n\n#ClimateAction #FridaysForFuture\n#Sustainability #SDGs\n#Carbon #CleanEnergy #ExtinctionRebellion\n#EndCoal #Environment #CO2\n#ClimateCrisis @NuAfrikansRise @TilmanWinkler\nhttps://t.co/nGZwY8DB2e,2022-05-06,fff,retweet,36,976,40,733,other,0.8917211294174194
71996,1594620467813699584,Maximilian Veers 🇪🇺 🇩🇪,@AufstandLastGen @SciReb_Germany @EndFossilBerlin @endfossil @Debt4ClimateDE @AlleDoerfer @ausgeCO2hlt @FfF_Magdeburg @ZDFmagdeburg @spd_lt_lsa @MWU_LSA Magdeburg könnt ihr ruhig blockieren.\nDa wohnen eh nur Loser-Ossis.,2022-11-21,lastgen,reply,0,0,0,0,other,0.5757903456687927
102333,1547464216415817728,Tim Bergmann,@GutsMaverick @AufstandLastGen @DanniPilger Doch.,2022-07-14,lastgen,reply,0,0,0,0,other,0.8820680975914001
56163,1602678835853639680,m.,"Was mir noch nicht so ganz klar ist: Was hoffen die Ermittler, bei Hausdurchsuchungen über die Letzte Generation zu erfahren? Dass sie sich verabreden, um  Illegales zu tun, weiß man, wann sie es tun, wer es tut, weiß man auch. Die Leute tragen die Konsequenzen.",2022-12-13,lastgen,retweet,181,186,10,2671,other,0.9393979907035828
112067,1516711894291255299,Klaus Morro,This Tweet from @AufstandLastGen has been withheld in Germany based on local law(s). Learn more.,2022-04-20,lastgen,retweet,47,41,7,139,other,0.8122655153274536
25984,1522737604940247040,Россия будет свободной❗️✊ #FreeNavalny #Отпускай,School strike for climate.! @Riseupmovt #FridaysForFuture https://t.co/joPjpooa1A,2022-05-07,fff,retweet,9,522,12,2531,other,0.5746649503707886
110245,1526451763158597633,Paulanergarten,"@Kai_Klein19XX @mal_uns @FlorianFreitag7 @DaSiLa97 @AufstandLastGen Wieso in der Tweetline wurde das sogar explizit klar gemacht, dass es ersichtlich ist. Sie stehen wie man sieht im Stau. Aber es geht darum ob die das so gut finden das dieses Bild nun hier öffentlich steht? Ob sie überhaupt gefragt wurden. Gerade weil sie keine Teilnehmer sind.",2022-05-17,lastgen,reply,0,0,0,2,other,0.8863886594772339
59767,1601096768699396097,Wert Schöpfer,"@AufstandLastGen Wenn das Geld euerer Großeltern und Eltern alle ist, es kaum noch Steuereinnahmen gibt, weil das Land zerstört ist, dann werdet ihr merken, dass man eine Ideologie nicht essen kann.",2022-12-09,lastgen,reply,0,0,0,0,other,0.7060359120368958
38030,1498612098288476161,Christoph Taeuber 🇺🇦🇪🇺🏳️‍⚧️#StandWithUkraine,"We are youth climate activists in #Ukraine and we are scared. The war is escalating by the hour we don't know what will happen next. We make it short:\n\nWe need you to be there for us. We are calling on Fridays for Future to protest globally, this Thursday, for an end of this war!",2022-03-01,fff,retweet,150,2934,164,11982,other,0.6878466010093689
13052,1569710426262470656,@Gabi_Bieberstein@nrw.social,"Um katastrophale Folgen der #Klimakrise noch zu vermeiden und schnell von fossilen Energien unabhängig zu werden, brauchen wir jetzt massive Investitionen. Lieber @OlafScholz, ein Sondervermögen von 100 Mrd.€ wäre doch ein guter Anfang.\n@BMWK @FFF_Berlin \nhttps://t.co/Mtl2AJCXA9",2022-09-13,fff,retweet,482,292,31,1756,other,0.7931434512138367
86295,1588265317569961985,Susanne,"@AufstandLastGen Ihr seit Heuchler, verwöhnte Wohlstandsgören  ohne Hirn und Erziehung und wollt anderen etwas vermitteln was ihr selber nicht mal auf die Reihe bekommt, nämlich wirklich aktiv etwas für das Klima zu tun und nicht nur rum sitzen und andere behindern. Hoffentlich letzte Generation",2022-11-03,lastgen,reply,0,1,0,20,other,0.7486358284950256
13356,1568597999227490305,Tierra para Vivir,"HOY!! Panel de debate: 🗓 El encuentro será el 10/09 a las 17hs en Virrey Liniers 451, CABA. \n🌎 Camino a una nueva convocatoria global por el movimiento Fridays For Future, nos encontramos ya habiendo pasado tres años de huelgas climáticas. https://t.co/Hq54rW9u2v",2022-09-10,fff,original,1,2,0,8,other,0.8478527665138245
39742,1492757576030826496,FFF Bot,https://t.co/wlBLKQlbl5 the prime minister has corrupted and degraded the Tory party from the highest office. #BorisLies #PeopleDie #EndSARS #FridaysForFuture #FreeNazaninNow #FreeNavalny #StopEcocide #JohnsonOut20,2022-02-13,fff,retweet,1,3,0,0,other,0.5069410800933838
78677,1590777194552250368,Steppi,#LetzteGeneration\nDas schwarze Herz in eurem Logo. Weist dieses auf eure dunkle Gesinnung hin? Oder habt ihr eure Seelen an die dunklen Mächte verkauft?,2022-11-10,lastgen,retweet,0,2,0,4,other,0.8815649747848511
77292,1591454034556489730,'Braver' Bürger 😇 & 'pöhser' Onkel 😈,"„Die #CSU &amp; die bayerischen #Landesbehörden glänzen darin, alle naselang eine #Terrorgefahr zu erkennen - es sei denn, es handelt sich um echten #Terror, der sich vor der eigenen Nase abspielt“ (was die „#LetzteGeneration“ aber beileibe nicht frei von #Irrsinn spricht). https://t.co/wkopEKitQI",2022-11-12,lastgen,quote,0,0,0,0,other,0.5778912901878357
116672,1491132151538286593,Klimaliste Deutschland,"Die #Autobahnblockade|n von @AufstandLastGen stoßen auf wenig Gegenliebe. Die #Klimabewegung könnte Sympathien verspielen - aber darauf kommt es nicht an, um auf Missstände - Stichwort #EssenrettenLebenretten - aufmerksam zu machen, meint @LouisaTB. https://t.co/OUdEQSTgXw",2022-02-08,lastgen,retweet,7,18,2,51,other,0.7040268778800964
109607,1529076490889048066,Gentleman65,"Ja, @hinschauHen KÖNNTE laufen. Die Bundesregierung KÖNNTE auch eine Erklärung abgeben, kein neues Nordsee-Öl zu fördern, und anfangen unser Leben zu schützen.\n\n#LetzteGeneration https://t.co/oT2JAhi9ZJ",2022-05-24,lastgen,retweet,1002,158,294,742,other,0.9581612348556519
24964,1526919704744452097,Stefan Harders,"The humans destroying Earth are not only the Greedy, indifferent and self-serving ones, but also, those who are turning a blind eye to the devastating ecological consequences we all have caused.\n#ClimateBrawl  #ClimateAction #SaveSoil #FridaysForFuture #climate #biodiversity https://t.co/q540zQAL0c",2022-05-18,fff,retweet,13,114,3,197,other,0.7268431782722473
103814,1545477747857833986,Elona Sonnen,"@AufstandLastGen @DaSiLa97 Richtig so, in die Zelle mit ihm bei Wasser und Brot, bis er nach Mutti schreit.",2022-07-08,lastgen,reply,0,0,0,2,other,0.8068531155586243
31588,1507688709512220689,Wakkie 🇺🇦 💉🔴,"Ein Tag im März und:\n\n- in Brandenburg herrscht Waldbrandstufe 5 von 5\n- der Bundesrechnungshof nennt die Ampelpolitik “weitgehend wirkungslos”\n- in der Antarktis ist es 40°C heißer als normal\n- die Ampel beschließt neue fossile Subventionen\n\nJa, es braucht #FridaysForFuture.",2022-03-26,fff,retweet,180,671,20,5182,other,0.5438176989555359
103251,1546410274512687105,Christoph Kral,"""Wie die Berliner Zeitung aus Polizeikreisen erfuhr, entdeckten Beamte am Dienstag bei einer der von der Straße geräumten Blockiererinnen ein Mikrofon. Das Sennheiser-Ansteck-Mikro hatte die 25-jährige Frau vom Fernsehsender NDR mitbekommen."" https://t.co/gwBT1bvWNm",2022-07-11,lastgen,retweet,55,510,32,1029,other,0.6351001262664795
40430,1491458694076571650,job noble rwejuna,"You can be anything, you want to be in the #SeaHorseArmy. #Sustainability #Recycling #Fishyfriday #Environment #ClimateAction #PlasticPollution #uprootthesystem #fridaysforfuture",2022-02-09,fff,retweet,0,3,0,2,other,0.9544742703437805
46748,1607425475185360896,没有,"@Christi21920324 @TomHS10 @AufstandLastGen Der Klimawandel ist sehr wohl anders. Es ist kein Mechanismus bekannt, der bei Beibehalten des aktuellen Lebenswandels der Menschheit spontan zu einer Verbesserung führen würde. Also sollte man besser dem worst case entgegenwirken und froh sein, wenn er doch nicht eintritt.",2022-12-26,lastgen,reply,1,0,0,1,other,0.9775539040565491
82256,1589201345109975041,Susanne,"Hey #LetzteGeneration , so sieht ein wahrer Klimaaktivist aus.\n\nStatt auf Straßen festzukleben pflanzt er in Rekordzeit neue Bäume.\n\nWann tut ihr was wirklich sinnvolles, statt Kunst zu zerstören und den Verkehr zu behindern? https://t.co/idmsuoQt7Q",2022-11-06,lastgen,retweet,240,1316,95,4911,other,0.9441444277763367
100134,1562038494402293762,Y L,"@AufstandLastGen Klarer Fall für die Justiz. Klimaaktivismus gibt einem keine Absolution. Es behindert nur den Gesellschaftlichen Diskurs, der wichtig wäre. Der ist von Klimaaktivisten nur nicht gewollt, da die eigene Position nicht so stark ist, wie gewünscht#youcannotliveingoodintentions",2022-08-23,lastgen,reply,0,0,0,1,other,0.8095763921737671
83989,1588599276023603200,Cynic Guardian,"@zeank @CGdoppelpunkt @AufstandLastGen @MarleneLimburg Präventivgewahrsam gibt es in allen 16 Bundesländern - aber hauptsache mal wieder substanzlos auf die Bayern geschimpft, oder?",2022-11-04,lastgen,reply,0,0,0,0,other,0.540725588798523
65988,1596938817688469505,Margot Käsemann,"@Maurice_Conrad Die Letzte Generation sind Spinner.\nWährend du noch nach der Studie suchst,\nverwendet der Rest der Menschheit den Gesunden Menschenverstand..",2022-11-27,lastgen,reply,0,1,0,8,other,0.7435802817344666
83848,1588622615769681920,AKisselbach@t-online.de,@reisburgerin @AufstandLastGen @MarleneLimburg Glauben Sie im Ernst die Looser sind zu etwas Nützlichem zu gebrauchen?,2022-11-04,lastgen,reply,0,0,0,1,other,0.8325275182723999
104168,1544764718153334784,Ich In McPom,@AufstandLastGen Du sllltest mehr als nur 2 Deiner manipulierten Junggläubigen einsetzen .,2022-07-06,lastgen,reply,0,0,0,0,other,0.780544638633728
116918,1490789476041433088,hartmut finkeldey,"@AlexaAngler @EikePan @philipsrck @AufstandLastGen @Ricarda_Lang Mehrheitsbevölkerung, die einfach zur Arbeit muss, systematisch  blockiert, darüber sollte verhandelt werden. Bin nicht bedingungslos für fff, bin natürlich nicht dagegen. Problematisch an fff finde ich weniger die Klimaanalyse, die im wesentlichen zutrifft (ja, es gibt  2/x",2022-02-07,lastgen,reply,1,0,0,0,other,0.8054152727127075
108260,1537748221937721346,Finanzielle Freiheit,"Wichtiger Link für die Irren von #letztegeneration:\nhttps://t.co/1I7IrVeR3J - Blockiert mal Straßen in eurem sozialistischen Paradies China, wenn ihr wirklich was bewirken wollt. Traut ihr euch? https://t.co/AKsG6k7xie",2022-06-17,lastgen,retweet,2,4,0,9,other,0.6500850319862366
42232,1486118674025316356,Warpster | Professional sourpuss/banshee,"We can now announce that the next global climate strike will be on March 25th!\n\nJoin us and strike for climate reparations and justice, demand that the people in power prioritise #PeopleNotProfit !\n\nFind out more at https://t.co/jO471rmVFA\n@Fridays4future #FridaysForFuture https://t.co/DHvkI4s8P4",2022-01-25,fff,retweet,440,2767,197,7557,other,0.7833642959594727
102931,1546803073309442050,robertforpresent,"Mal wieder Feuerwehreinsatz in der Nachbarschaft. Und nein, nicht die #LetzteGeneration sorgte für Probleme beim durchkommen, sondern die #BoomerGeneration mit ihren parkenden SUVs. #Autokorrektur @_Katja_Diehl_",2022-07-12,lastgen,retweet,6,66,1,515,other,0.9569107294082642
115472,1494272597252526085,Amber F.,@Wellthisisawkw6 @ByduoL @wolli0815_Wolfg @andreas_zeise @AufstandLastGen @DanniPilger @carla_hinrichs_ Und ist sie schon eingetreten? Es fehlen noch 2.,2022-02-17,lastgen,reply,1,0,0,0,other,0.8541498780250549
116533,1491375057649561608,Lisa_2 🌱☯️🌲,"Volle Solidarität mit @AufstandLastGen \nWeil einige Linke jetzt meinen, die Aktionen wären nicht zielführend, träfen die Falschen, seien demokratiefeindlich oder spalten, hier ein Thread zur Widerlegung dieser Thesen, und warum wir froh um den Protest sein sollten:\n 1/X",2022-02-09,lastgen,retweet,18,81,16,211,other,0.9631471037864685
82353,1589170702242156545,Josephine💙,Starker Bürgerprotest in #Wittenberg gegen die Politik dieser Regierung und gegen die Terroristen bei der #LetzteGeneration. 31.10.22 ⬇️ https://t.co/nwO8g4crRx,2022-11-06,lastgen,retweet,0,14,0,35,other,0.5680163502693176
12057,1572128061579210752,DRG57,Fridays For Future Sendai 活動報告会を実施！世界気候アクション0923 https://t.co/j3vqUAJtDO @change_jpより \nこちらへの取材と署名よろしくお願いします。,2022-09-20,fff,original,0,0,0,0,other,0.829989492893219
104053,1544996269579542528,Helge Fahrnberger,"Man kann unterschiedlicher Meinung zu diesen Protesten sein, aber die bisherige Empirie zeigt, dass sie ""wirken""=Aufmerksamkeit/Bewusstsein schaffen für die größte Bedrohung der Menschheit, und das sagt vielleicht mehr über den sonstigen Diskurs aus als die Kleberkontroversen. https://t.co/UAmW9wql9h",2022-07-07,lastgen,retweet,43,95,1,513,other,0.9641152024269104
18421,1550796041062064128,Lovelyn Andrawus Thalkuma,My climate strike on the beach today… with a slightly different sign!\n#FridaysForFuture #PeopleNotProfit #ClimateJusticeNow https://t.co/A1xL5N5DGu,2022-07-23,fff,retweet,15,183,7,733,other,0.93980872631073
33355,1507248288004820993,Extinction Rebellion Milano 📍,"L'Università di Genova aderisce allo 𝐬𝐜𝐢𝐨𝐩𝐞𝐫𝐨 𝐠𝐥𝐨𝐛𝐚𝐥𝐞 𝐩𝐞𝐫 𝐢𝐥 𝐜𝐥𝐢𝐦𝐚 del 25 marzo 2022, condividendone i principi e le finalità.\nhttps://t.co/fS2zfLfVUu\n#UniGe #UniGenova #fridaysforfuture #globalwarming #climatestrike @fffitalia @FffGenova #climatechange",2022-03-25,fff,retweet,2,14,1,29,other,0.9154565334320068
112498,1515350732924657665,Ralf Clausen,"Wer Öl auf die Straße kippt oder ganze Städte blockiert, gehört in eine Strafanstalt oder in die Psychiatrie. Aber bei uns werden diese Kriminellen in den Medien zu „Klima-Aktivisten“ geadelt. Kein Wunder, dass sich die #LetzteGeneration und ähnliche Irre weiter ermutigt fühlen!",2022-04-16,lastgen,retweet,36,348,10,1566,other,0.7407658696174622
117016,1490728705198592000,AutoStadtB,@LuisenstadtFoto @BSR_de @DanniPilger @AufstandLastGen Warum sollten die einen Mundschutz tragen 🤦‍♂️?,2022-02-07,lastgen,reply,1,0,0,2,other,0.7037588953971863
118697,1486269134845497344,Lina Eichler,Ich bin wieder auf der Straße. Wir sind die letzte Generation die den totalen Klimakollaps noch aufhalten kann und brauchen Veränderung in allen Bereichen. Als erstes Schritt vor allem aber ein Essen-Retten-Gesetz wie in Frankreich. #machteurenjob,2022-01-26,lastgen,retweet,2,13,1,74,other,0.784444272518158
103957,1545149806473093127,Karla Blau,"@DanniPilger @AufstandLastGen DANKE, dass Ihr das ertragt. Leider werden viele Menschen  den Ernst der Lage erst begreifen, wenn sie durch die Folgen der Klimakatastrophe  gestoppt werden.",2022-07-07,lastgen,reply,1,0,0,5,other,0.5417143702507019
104010,1545063780396068864,Johann,"@Neusser @JPProeger @AufstandLastGen @Bundeskanzler @polizeiberlin Stauenden und Ablenkungen. Außerdem bilden die BAB die überregionale Hauptverkehrsadern, auf die die Öffentlichkeit schlechterdings angewiesen ist.Daher werden Versammlungen auf BAB in der Regel zu verlegen sein, wenn der Grundrechtsträger nicht ausnahmsweise in besonderem",2022-07-07,lastgen,reply,1,0,0,1,other,0.9079022407531738
47010,1607306159341572096,Ian Laws,„In München sind zehn Klimaaktivisten der Gruppe Letzte Generation in längerfristigen Gewahrsam genommen worden. Die Jugendlichen im Alter von 15 bis 18 Jahren müssen bis zum 5. Januar im Arrest bleiben“\n\nHauptsache @Markus_Soeder hofiert die Reichsbürger 🤮,2022-12-26,lastgen,retweet,75,181,14,741,other,0.6835944652557373
